RSI,ULTOSC,STOCHRSI,+DI,-DI,ROC,PD,CHANGE
29.0044,40.7753,3.8779,9.3751,21.1263,-0.2556,-0.8,1
43.7309,44.9523,38.1751,17.987,18.4505,0.0941,0.6,1
83.8181,86.1489,85.5387,48.1295,5.8611,1.1153,0.6,0
56.2123,59.661,86.2674,23.5123,21.072,-0.347,-0.2,0
50.5702,49.1927,16.3758,20.5456,17.1662,-0.0529,-0.6,0
38.894,42.9025,41.9311,12.691,29.2183,-0.2763,-0.2,0
24.636,30.4889,3.7887,7.1998,37.0745,-0.3598,-0.2,1
47.2266,40.5219,16.7409,17.8777,27.611,0.2292,0.2,1
55.7854,52.8052,53.9771,20.3101,22.8556,0.1283,0.6,1
64.4605,48.2364,94.7779,28.8886,15.5073,0.2611,0.2,1
63.7208,47.0233,50.1323,32.1613,17.2683,0.2126,0.2,0
53.218,48.191,59.7742,19.7199,15.3388,-0.099,0.2,0
44.3982,41.6493,34.103,13.8637,16.2092,-0.1085,-0.2,0
37.4589,37.8352,23.2619,13.2644,22.1022,0.0227,0.2,0
34.3765,33.8263,31.3929,16.95,22.0186,-0.1436,-0.2,1
64.9204,68.6283,74.3215,25.8213,11.9438,0.3983,0.2,1
79.6891,74.9138,95.3331,38.1277,12.33,0.6808,1.0,0
61.0466,61.7441,33.0327,25.8345,16.9151,0.0104,-0.2,0
46.4992,49.1295,45.4018,19.1942,21.2974,-0.1218,-0.6,1
66.7589,52.8083,63.0872,28.2693,12.6194,0.3859,0.6,0
49.5076,42.9809,15.5495,19.9228,16.5383,-0.1537,-0.6,1
54.5393,42.6067,21.4514,25.6987,11.4821,0.1078,0.2,0
36.2438,34.0737,28.363,16.5292,17.1411,-0.1821,0.2,1
59.7332,50.4008,57.6935,23.5495,12.2654,0.1668,0.2,0
51.9888,34.5829,72.6982,23.1838,18.407,0.0169,0.2,0
39.2589,31.917,3.005,18.1792,27.671,-0.1885,-0.6,0
41.8132,54.4227,76.9693,20.1535,25.5654,-0.1789,0.6,1
59.4626,66.0974,20.2188,20.6406,16.2271,0.1216,-0.2,0
40.9452,45.3589,20.4354,19.7882,23.0173,-0.1457,-0.2,0
49.1357,51.1306,95.6654,16.241,25.3008,-0.1157,0.2,1
49.6562,55.6802,64.1359,16.1894,31.0837,0.0911,0.2,1
50.8525,61.77,45.2192,13.3153,25.4844,-0.0463,0.2,0
45.4083,45.2279,37.2948,10.9296,27.3814,-0.1621,0.2,0
44.1567,36.8419,61.22,9.3687,24.6721,-0.1504,0.2,1
53.1151,60.1588,62.8557,11.9147,23.2495,0.0295,-0.2,1
53.3045,68.8112,56.8174,13.4221,22.4543,0.0232,-0.2,0
48.934,42.3052,90.5378,14.4683,23.8033,-0.0601,0.6,0
42.5633,56.4866,15.6452,13.4135,23.2816,-0.1055,-0.2,1
55.3572,75.5195,65.7439,18.6911,21.0091,0.2395,0.2,0
46.6335,57.9616,48.96,15.0312,17.9242,-0.0555,-0.2,0
38.3711,45.7124,14.6531,12.1613,23.7576,-0.0972,0.2,1
54.8834,60.6067,51.0469,18.4242,14.3069,0.1886,0.2,1
66.1362,67.0145,27.2055,28.1576,12.2453,0.3225,-0.2,0
47.8023,57.1046,0.0,19.8422,14.682,-0.1524,-0.2,1
54.4082,43.0826,56.0684,26.2201,11.4724,0.0967,0.2,1
56.2023,63.8967,60.369,27.6074,23.456,-0.0802,-0.2,0
35.624,58.2118,72.3329,12.0095,30.2472,-0.3967,-0.2,0
33.4944,36.9575,4.8916,15.1725,29.9574,-0.2212,-1.0,0
41.8031,54.5377,66.9842,16.8674,28.0828,0.01,0.2,1
43.5137,36.1319,37.1357,14.5182,24.025,-0.0522,-0.2,0
33.0925,39.2534,9.6385,13.7721,29.5308,-0.3728,-0.6,1
48.433,45.5627,28.9219,15.5673,18.1076,0.1704,-0.2,0
44.4911,50.7185,28.0537,16.4329,23.0333,0.0039,-0.6,1
53.2652,46.1762,3.1808,28.6112,17.0692,0.2533,0.2,0
42.1397,31.5106,44.5553,18.7036,24.67,-0.1813,0.2,0
47.6954,51.1889,58.4581,14.4746,21.9936,-0.0602,0.6,1
67.1091,61.8139,96.5427,20.4119,11.8375,0.2459,0.6,0
47.9483,42.8728,25.4371,19.3272,18.8021,-0.0475,0.2,1
50.56,34.1987,28.3711,19.5608,17.6658,-0.045,-0.6,0
33.9276,41.9479,45.9296,11.6555,18.4488,-0.1678,-0.2,1
58.2001,62.6164,97.9634,13.7885,23.1324,0.1811,0.2,1
68.1087,63.297,99.9915,17.7766,15.1625,0.2309,0.6,1
67.0539,48.9341,99.9889,22.3082,10.569,0.3052,1.0,0
56.19,52.2529,9.4984,24.7922,9.2119,0.0309,-0.2,1
51.3224,49.919,30.9326,18.4673,14.7887,0.103,0.2,1
62.3545,57.2376,67.6773,21.245,9.7791,0.2117,0.2,0
41.8864,40.4203,58.2518,15.9236,24.7943,-0.2187,-0.2,1
55.7534,51.283,65.318,24.1731,16.9301,0.166,0.2,0
40.5003,45.6392,72.2434,16.6532,29.4138,-0.2099,0.2,0
28.376,47.8457,26.1142,13.5108,34.0875,-0.3585,-0.6,1
54.802,59.3246,77.2844,23.3128,23.1872,0.1791,0.2,0
51.0545,49.9533,73.9217,21.0727,25.4371,-0.0487,-0.6,1
59.8819,68.6404,77.0421,26.9559,23.2678,0.0673,0.6,1
58.8664,58.4438,50.5422,24.2043,22.1124,0.1676,0.6,1
56.4392,54.7441,62.3802,28.862,21.5922,0.0484,-0.2,1
46.0517,62.9831,0.8116,21.427,27.3579,-0.0267,-0.6,1
41.6897,54.7243,25.7397,17.9989,26.7192,-0.2216,-0.2,0
41.1873,54.2752,29.7644,13.8955,24.7791,-0.1691,0.2,1
65.2486,56.6313,71.2473,28.5311,17.2777,0.467,0.6,0
57.5233,52.7999,73.0454,29.7181,19.5212,-0.029,-0.2,0
41.48,48.1752,95.336,14.8985,32.0916,-0.1607,0.2,0
49.0471,46.9166,67.0278,18.2887,27.0464,-0.0646,-0.2,0
21.4867,27.637,0.8089,10.9433,41.885,-0.7483,-0.4,1
34.6578,41.573,52.1697,22.0895,37.6425,-0.5072,-0.2,1
38.0147,37.002,53.1846,21.0432,30.5721,-0.0967,0.6,0
41.1849,50.2362,69.269,17.124,31.6397,-0.0174,-0.2,1
43.441,55.7896,5.196,19.8507,25.9694,-0.0429,-0.2,0
28.0405,24.6499,12.7451,14.6419,36.3783,-0.6885,-0.6,1
58.1536,58.3191,73.1944,24.0696,27.6013,0.3389,0.2,0
44.6102,49.2061,21.3398,14.1202,23.5661,-0.409,-0.2,0
45.845,57.2949,29.8018,11.9137,30.5301,-0.0345,-0.2,1
57.8667,57.2391,47.551,19.3077,22.0998,0.3088,0.6,0
49.5658,61.7985,42.3734,15.0007,22.8051,-0.0804,-0.6,0
47.4516,49.58,15.9452,21.1882,27.0647,-0.0287,0.2,1
59.2408,55.3696,30.9185,25.3919,17.2018,0.5146,-0.2,1
58.1426,49.2596,63.515,21.269,17.024,0.1838,-0.2,0
54.4285,52.2656,51.3628,19.6124,14.0296,-0.0321,-0.2,1
57.5888,33.0612,17.7662,21.2748,15.3949,0.0916,-0.2,1
66.7752,55.6728,57.8164,30.8141,11.5677,0.248,-0.2,0
46.2954,40.5231,26.6467,23.0121,18.6885,-0.3066,-0.2,0
41.6213,44.7157,16.6029,17.6622,19.0932,-0.1504,0.2,1
55.329,53.8683,98.6429,25.3875,13.4931,0.2269,0.2,0
48.5168,40.44,11.2098,25.6697,25.145,-0.0656,0.2,1
55.0022,39.0203,59.552,26.9447,20.6775,0.0989,0.2,0
42.8608,36.8284,47.9764,16.63,29.3984,-0.3282,0.2,0
42.1514,60.2048,14.9888,19.1712,28.1886,-0.0678,-0.2,0
42.0294,40.3643,8.7156,23.745,31.4976,0.0284,0.2,1
53.8166,47.1736,58.2968,27.0477,20.8512,0.2151,0.6,0
41.5932,33.375,0.0072,21.1248,26.8826,-0.2828,0.2,0
43.2919,50.8966,68.3795,19.3697,25.5562,-0.071,-0.2,1
58.9986,51.627,48.9991,26.8955,12.8091,0.3433,0.2,1
48.8861,51.6717,54.856,23.5872,13.5805,-0.076,-0.2,0
21.5654,30.949,7.2646,13.6779,25.8306,-0.4473,-0.6,1
55.2448,42.1475,94.5134,17.2604,17.2054,0.2383,0.6,1
76.3917,58.8392,75.0348,32.0812,14.6057,0.3938,0.6,0
41.4898,35.0987,0.3476,23.6429,26.6122,-0.3234,-1.0,1
64.3499,57.028,95.2088,28.8215,16.1725,0.3789,0.6,0
41.6784,31.983,26.9274,16.251,19.0544,-0.1187,-0.2,1
51.1348,46.3202,63.9658,22.4561,17.6362,0.1671,0.6,1
49.3773,48.9125,2.4954,22.6346,13.3993,0.0349,-0.6,1
47.2512,48.7322,9.1362,23.6078,18.6536,-0.2003,-0.2,0
47.6455,39.7031,4.0018,21.7472,23.2411,0.035,-0.2,1
52.7587,57.1125,49.515,20.2248,26.349,0.2182,-0.2,1
65.1599,63.8819,75.0624,26.2264,19.6957,0.5919,0.2,0
45.8041,44.5007,30.3576,16.6918,21.8815,-0.3215,-0.2,0
49.8706,44.2849,63.1998,21.5432,21.3974,-0.1244,-0.2,1
60.717,48.3898,79.6706,24.3152,19.8927,0.0544,0.2,0
36.0471,37.2364,14.0709,21.454,19.144,-0.6203,-0.2,0
61.5472,55.6253,90.2712,24.89,21.6824,-0.1459,0.6,0
47.154,49.697,71.6689,18.368,20.5041,-0.3092,-0.2,1
46.4194,41.9803,18.1219,16.9719,18.1143,-0.0227,-0.6,0
36.8297,37.8238,35.2449,16.3901,17.9724,-0.2967,0.2,1
64.6659,39.1805,49.001,26.0267,12.922,0.2218,0.6,0
49.3944,46.2957,20.524,20.8967,16.7065,-0.1404,-0.2,1
49.9861,46.0897,59.8588,18.8801,14.7153,0.0554,0.2,0
34.84,32.89,2.7982,14.2019,26.6977,-0.5117,-0.6,1
46.183,51.995,55.0206,19.2331,23.7564,0.0338,0.2,0
49.6969,46.5689,82.8083,18.8791,18.5224,0.065,-0.6,1
59.426,47.6445,48.1457,22.7355,17.2387,0.2579,-0.2,1
56.4214,37.097,2.7679,28.2926,11.7118,0.0834,-0.2,1
50.6224,41.0316,61.0776,19.1146,12.1478,0.0282,-0.2,0
38.4609,25.1861,13.6936,14.8174,19.9238,-0.1125,-0.6,1
57.9686,49.5276,77.9459,20.961,15.5326,0.1555,0.6,0
43.6475,50.1672,46.094,22.1799,20.9847,0.0816,-0.2,1
67.6716,49.7096,29.8006,27.745,10.0626,0.0263,0.2,0
52.1163,45.8048,46.5862,22.8279,15.7573,-0.0481,-0.6,1
52.8625,42.4646,39.2352,29.3664,15.9378,0.1031,0.2,1
57.6188,47.2305,45.1862,29.1721,16.1306,0.0819,0.2,0
57.318,51.8316,88.8301,21.7627,15.1049,-0.0417,0.2,0
46.0518,43.9993,7.6506,24.8297,17.107,-0.042,-1.0,1
64.4122,52.3269,78.6364,27.8658,15.9996,0.3199,1.0,1
49.6436,41.9504,10.4581,24.0253,17.0923,-0.1568,-0.2,1
60.2285,50.9622,60.6098,24.4917,13.3527,0.1522,0.6,0
50.6933,38.5351,46.0819,24.2241,15.6606,-0.0045,0.2,1
82.4407,73.6397,86.5747,43.1094,7.9593,0.5647,1.0,0
54.34,50.2786,90.4051,22.1438,22.3887,-0.1518,0.6,1
48.8502,46.295,4.0401,24.7866,18.5528,0.0319,-0.6,0
53.1379,53.6004,97.9308,16.5682,19.9708,-0.036,0.6,0
39.9897,34.1503,0.0,12.6801,20.7154,-0.1507,-0.2,0
46.0419,48.9686,57.2459,17.966,26.1355,-0.0363,0.2,1
58.7982,55.2484,81.2473,20.556,16.5021,0.2735,0.2,0
45.182,47.1556,41.9809,18.9542,25.3965,-0.2382,-0.6,0
45.5201,51.6789,35.9947,16.6998,21.2068,-0.1133,0.2,1
66.4825,61.8231,96.9215,28.6631,11.2711,0.4373,0.6,0
52.648,57.573,20.3594,25.692,15.1334,-0.1599,0.2,0
46.164,44.6049,24.1265,25.5031,14.4862,-0.1163,0.2,1
70.7736,64.7576,73.5002,39.2013,12.0014,0.4182,0.2,0
46.3549,48.371,15.3096,21.9062,16.3868,-0.2348,-1.0,0
38.4965,31.8455,26.1285,21.2825,17.274,-0.0757,-0.6,1
75.2791,57.1536,72.7102,35.7984,11.8084,0.4332,0.6,0
54.3672,37.3465,45.1552,27.2309,12.0404,-0.205,0.2,1
53.6967,35.8039,31.573,26.2771,10.3628,0.0879,0.2,0
39.8846,39.6471,22.2916,20.2373,21.2363,-0.0949,0.2,0
51.0223,49.768,95.7484,16.9912,22.4648,-0.2,0.2,0
51.5897,49.3568,73.222,19.0574,18.2601,0.0519,0.6,0
42.3817,50.9293,60.0207,13.578,26.7008,-0.2435,0.2,1
55.4154,56.6581,35.0766,25.0417,18.2996,0.1251,0.2,1
61.8584,42.178,35.4952,29.8796,10.6562,-0.0464,-0.2,1
53.4337,55.6795,7.2778,27.4253,10.5131,0.1707,-0.2,0
45.7423,39.6581,17.7898,19.0378,12.069,-0.1321,-0.6,0
47.4976,51.4626,81.7218,11.5279,17.8402,-0.0733,0.2,1
49.8409,37.6382,73.5744,17.8541,22.6275,0.0621,-0.2,1
63.3982,49.8684,65.6186,27.9823,14.3842,0.0237,-0.2,0
37.7169,32.447,66.3051,13.4544,31.0745,-0.4482,0.6,0
44.7264,47.7642,83.0509,13.406,25.4735,-0.0338,1.0,0
31.7683,42.6423,15.2059,15.2897,32.3206,-0.4455,-0.6,1
53.4271,45.5699,49.9858,20.4025,20.6866,0.1613,0.6,0
42.049,44.5999,66.1761,13.68,30.7052,-0.2906,-0.6,1
53.9226,50.8701,43.4843,21.335,17.7323,0.1898,0.6,1
51.027,51.0665,63.1521,20.2485,22.0823,0.0604,-0.2,1
50.6279,53.2457,31.0671,20.8807,16.9902,0.09,0.2,1
51.2382,41.8002,19.2494,19.6857,12.9687,-0.0722,0.2,1
66.0161,58.2658,31.6087,26.9553,8.1847,0.161,-0.2,1
78.6394,64.7836,71.5551,36.8407,4.163,0.59,0.2,0
50.3564,51.3374,20.1123,24.9563,13.4132,-0.0984,-0.2,1
49.0765,65.4787,33.3417,19.9414,14.9705,0.003,0.4,1
55.2744,44.35,61.4436,22.4912,16.0405,0.1231,0.2,1
76.6647,68.6569,90.2393,36.6456,9.543,0.4847,0.6,0
54.5337,34.3564,27.0259,26.9232,17.828,-0.1333,-0.2,1
57.9324,55.4363,51.5633,29.5788,14.9518,0.2464,0.2,0
54.68,46.1277,61.6196,24.5115,21.059,-0.0565,0.6,0
38.3089,33.5932,31.7432,19.0235,31.6326,-0.2472,-0.2,0
39.4202,48.1122,48.2309,12.5423,29.5321,-0.1246,-0.2,1
50.9911,46.3888,22.1087,22.9571,18.3012,0.1455,0.2,0
44.9367,38.776,5.4169,18.2727,19.5711,-0.1283,0.2,0
41.8635,45.2854,37.0219,16.1864,22.9376,0.0195,0.2,1
45.4137,60.4143,38.7744,14.3093,21.0563,0.0374,-0.2,1
48.4167,50.995,61.8439,13.1258,23.3295,0.0091,-0.2,1
58.1179,48.8884,81.8684,24.7464,20.9333,0.1003,0.6,1
58.6992,63.828,52.8907,23.7948,16.8578,0.0778,-0.2,0
31.3941,25.8025,2.3974,15.8018,28.2246,-0.3496,-0.6,1
33.3321,32.9072,29.6073,12.9627,23.7624,-0.1153,-0.6,1
59.3715,54.0907,36.7215,26.572,17.2619,0.2089,0.2,1
58.3645,48.8956,31.0012,22.6796,14.9922,-0.0197,0.4,0
41.5228,39.1722,37.1963,12.9894,20.4891,-0.2445,-0.2,1
68.9133,58.4132,69.424,18.0433,11.8598,0.3009,0.6,0
39.0027,44.3128,18.6928,12.8263,15.5451,-0.2925,-0.6,1
56.3541,47.2136,47.1247,26.2057,10.9134,0.1068,0.2,0
37.3453,42.3435,8.8242,23.8913,23.9486,-0.3274,0.6,1
61.0301,57.0909,59.3375,28.4533,14.2605,0.3729,0.2,0
20.1935,31.304,0.0,15.3805,37.1799,-0.4808,-1.0,1
50.1288,55.2811,65.4953,25.9233,28.3065,0.2321,-0.2,1
54.601,60.9621,67.3206,22.0171,22.7419,0.0824,0.6,0
42.9756,46.4196,37.6499,17.2826,25.9497,-0.2726,0.2,0
33.0587,39.0542,33.4558,11.5415,35.4591,-0.5434,-0.2,0
56.8328,57.2915,70.6456,22.3329,24.5502,0.6491,0.6,0
44.4882,46.8084,26.7635,18.3765,31.0535,-0.2555,-0.6,1
51.7655,59.4504,41.34,22.9747,24.4473,0.0934,-0.2,1
54.0569,62.4121,71.8552,20.0771,22.4426,0.0203,-0.2,1
54.5156,56.5056,65.67,17.3368,20.9154,0.0039,0.2,1
53.5069,56.5595,45.0348,17.5949,18.1902,-0.0576,-0.2,0
45.1771,49.6463,69.1986,17.6139,22.5053,-0.1878,-0.2,0
44.5693,53.1421,16.7509,18.1126,23.5468,-0.1442,-0.6,0
43.9209,43.1236,50.489,5.8602,22.5957,0.1276,0.2,0
31.3696,40.7429,2.8368,5.6612,31.586,-0.4971,-0.6,1
51.0841,62.9105,92.7254,12.7433,23.395,0.1614,-0.2,0
48.7907,53.8832,70.5474,14.1236,24.3217,-0.1126,0.2,0
42.6003,49.2637,95.6334,12.3169,32.3653,-0.6894,0.2,1
66.891,55.7197,72.09,25.0735,19.7588,0.7027,0.6,0
53.5149,45.0939,54.1776,20.5077,25.2106,-0.1367,-0.6,1
51.6512,44.4507,48.672,21.0957,20.2972,0.0441,-0.2,1
71.504,65.777,96.8125,32.4551,15.9848,0.4844,0.2,1
70.0065,60.9211,45.2999,34.8935,8.6199,0.4793,-0.6,0
49.6157,54.9416,67.3397,18.4479,20.129,-0.3139,-0.2,1
58.2091,44.4574,41.9573,26.6894,11.3896,0.1518,-0.2,1
65.7431,59.8307,77.0646,33.9799,10.2275,0.3962,0.2,0
59.5108,45.801,99.6194,25.612,11.5639,0.1022,0.2,1
74.38,60.7731,99.854,37.428,9.524,0.6144,0.6,0
57.0836,48.1346,55.1448,27.2059,14.909,-0.0183,-0.2,0
48.9579,45.1118,50.2349,20.5533,19.7998,-0.137,-0.6,1
72.8811,71.0169,93.5317,34.4966,13.891,0.5117,0.6,0
51.8705,43.7372,83.0629,25.2319,20.7286,-0.2239,0.2,0
53.1222,46.8725,100.0,25.5558,20.3529,-0.0026,0.2,1
88.4806,75.3317,99.3385,50.6969,7.1382,1.1723,1.0,1
84.2423,67.2418,100.0,41.0619,6.9133,0.8507,0.2,0
56.3681,51.6165,48.0333,25.6047,17.481,-0.1166,0.2,0
52.1761,48.4093,49.4579,26.1152,19.0013,-0.101,-0.2,0
44.625,51.1107,4.3751,25.8855,19.6851,-0.063,-0.2,1
60.6222,55.1418,73.993,28.5746,14.8641,0.3118,-0.2,0
42.9469,50.9255,33.231,18.6175,25.5284,-0.169,-0.2,1
57.9735,61.9344,74.7507,25.4357,18.6228,0.1537,0.6,0
43.6664,57.316,49.4874,16.6431,33.9753,-0.3321,-0.2,0
41.6081,63.3887,53.9196,11.6199,35.7964,-0.3157,-0.2,1
47.6826,56.8496,32.1314,18.4329,23.0472,0.0195,0.2,0
51.3949,47.4846,95.7428,18.6339,25.5285,-0.0381,0.6,1
57.4457,55.6558,71.9321,20.0614,20.3541,0.1324,0.2,0
36.1538,40.8855,42.7192,12.3974,35.5932,-0.4108,-0.2,1
55.4884,58.7752,83.87,19.6074,24.2597,0.333,0.2,0
48.7461,55.241,91.7665,14.9462,27.5969,-0.1734,0.6,0
51.5614,49.2591,56.8117,16.9991,20.0186,0.1396,-0.6,0
52.3328,46.3024,85.7622,16.4771,20.6748,-0.0244,0.6,0
24.4468,34.0366,7.3743,6.0479,36.7612,-0.9062,-0.6,1
57.0569,66.8079,80.8326,19.7737,23.3299,0.2244,1.0,0
44.1896,41.3665,36.1935,15.1764,23.6196,-0.1803,0.6,1
49.1519,56.6372,35.694,19.736,19.1945,0.1688,-0.2,1
56.1917,54.0604,61.0073,28.9687,16.3376,0.1892,0.6,0
53.2981,38.4152,48.98,24.483,14.3823,-0.0304,-0.2,0
40.4985,37.1762,32.5194,14.2362,24.41,-0.2437,0.2,0
47.7486,54.8002,67.8733,14.9642,20.3286,-0.0718,0.6,1
59.5449,50.1422,42.2585,27.5781,13.9593,0.2456,0.2,1
78.5315,49.1042,76.2427,35.6919,9.5732,0.4364,1.0,1
59.1685,51.1343,50.5402,30.7518,6.7748,0.1383,0.2,0
24.4022,43.0541,0.0298,15.4833,27.9873,-0.6449,-0.6,1
51.8371,36.1892,79.3624,23.1011,22.3531,0.0479,0.2,0
43.072,34.8563,20.7816,20.5485,25.4013,-0.3328,0.2,1
47.9436,44.0528,40.4073,20.1337,25.6298,0.1041,0.2,1
53.3613,50.5683,66.5141,19.148,20.7439,0.0516,0.6,1
49.5129,47.7854,16.738,20.5589,20.2264,0.0504,-0.2,0
36.8357,34.5492,24.8017,12.3634,22.5511,-0.1907,0.2,0
42.3934,40.2079,45.9399,11.801,25.2629,-0.0816,-0.2,0
48.283,49.442,81.084,9.2357,23.8996,-0.0285,0.2,1
59.9873,61.5542,95.2419,18.9051,15.5148,0.2054,0.2,1
64.9836,61.0367,50.3027,26.7072,14.3069,0.1497,0.2,0
47.313,60.5671,48.3619,17.7369,26.8906,-0.1682,0.2,0
44.3668,43.1887,24.965,18.8004,24.167,-0.0765,-0.2,0
49.2083,38.8179,86.705,15.1685,25.0602,-0.1216,0.2,1
43.1352,33.4221,2.1713,20.8542,22.4251,-0.0371,-0.2,0
44.7541,55.9403,72.4825,17.9481,27.5834,-0.3533,0.2,1
56.837,49.9384,64.1509,21.1155,20.6702,0.2779,0.2,0
38.2766,32.8061,25.5513,11.1594,25.0425,-0.4189,-0.2,1
47.7863,54.4528,53.4199,18.2207,23.0959,0.0287,-0.2,1
53.6732,48.5263,62.8667,15.8034,19.9207,0.0248,0.2,1
64.8301,38.6077,81.7002,21.7285,16.0008,-0.0098,0.6,0
49.8467,43.6941,95.0993,15.0695,22.2363,-0.1288,0.6,1
64.7441,65.6063,55.7828,37.0377,18.759,0.7261,0.6,0
39.0537,33.3996,12.8009,23.8221,30.1593,-0.943,-0.6,1
50.6507,57.9963,53.3589,23.238,34.0803,1.8318,-0.6,0
49.1469,49.0484,60.1088,20.9734,31.0942,0.1437,-0.2,0
45.3561,37.831,81.8814,16.4452,28.8946,-0.4262,0.6,1
51.6932,64.2776,47.942,20.3186,23.4565,0.1661,-0.2,0
49.4188,44.7959,69.9505,20.1397,21.7859,-0.1153,-0.2,0
26.7011,37.5229,1.13,8.9569,28.8404,-1.0542,-0.6,1
46.3894,56.878,34.3618,15.5824,24.1807,0.0888,0.2,0
39.5463,50.3276,4.9873,20.8085,22.8358,0.0494,-0.2,1
56.024,52.4269,52.6256,23.9343,20.1922,0.457,0.2,1
64.9149,54.6859,78.4359,28.1761,13.434,0.3788,0.2,1
57.1928,47.1618,65.1058,25.1127,17.224,-0.0369,0.2,1
66.5532,51.9394,79.9109,25.3892,15.9065,0.2243,-0.2,0
53.2373,42.9522,66.5035,21.8737,19.168,0.0427,0.6,0
53.3616,43.625,56.9685,14.398,16.1466,-0.0103,-0.2,1
61.2251,60.8376,39.0635,17.7436,13.963,0.2779,-0.6,0
42.5799,39.7435,45.9276,14.3791,16.9071,-0.25,0.2,0
20.5415,45.2199,38.2352,7.3286,39.5124,-0.3875,-1.0,1
53.6144,56.5277,92.8316,17.422,26.6061,0.2921,0.6,0
52.2612,52.9753,98.6892,20.8002,26.4814,-0.1653,0.2,0
56.0246,44.898,99.97,23.0451,19.5786,-0.0004,0.2,0
38.7358,39.9365,65.652,14.6547,24.7617,-0.5308,0.2,0
44.0392,45.6909,65.7609,11.9357,28.4896,-0.2425,0.2,0
45.2176,40.128,20.9959,16.9219,23.2698,-0.1418,0.2,0
47.6357,36.4495,65.8649,16.7187,24.5006,-0.1256,0.2,0
41.6083,42.6056,91.2308,10.5051,33.4383,-0.4952,0.2,1
45.7509,43.348,68.2347,17.4736,29.836,-0.2613,-0.2,1
49.2278,45.5372,33.9273,19.0462,24.5373,-0.0448,-0.2,0
39.8961,44.8184,12.3075,15.6,22.9619,-0.0501,-0.6,1
52.2791,50.4949,33.8692,19.3052,16.1873,0.3102,-0.2,1
53.3153,49.2211,67.6535,16.7877,14.9366,0.0563,0.2,0
35.544,42.9282,49.7248,12.6292,32.8315,-0.3819,-0.2,1
57.181,60.1824,60.6125,22.6585,20.955,0.8396,-0.2,1
58.7603,47.2027,41.4741,25.0467,10.8168,0.2074,-0.2,1
64.0196,50.368,39.3945,32.2159,8.6826,0.2352,0.2,1
63.9674,49.8173,65.251,29.338,7.9593,0.247,0.2,0
52.0488,41.8707,48.36,18.4962,15.1497,-0.1312,0.2,1
55.9277,50.4358,61.5926,21.6896,12.2942,0.0956,0.2,0
49.4722,39.1254,58.7461,19.4327,21.7096,-0.1514,0.2,0
37.2989,32.3591,27.1835,12.569,33.3033,-0.2909,-0.2,1
52.4793,58.9534,44.4781,23.8999,21.0762,0.0937,0.6,1
48.8539,39.1298,18.5846,22.1642,21.8063,-0.1014,-0.2,0
36.7816,36.0181,60.7752,12.5947,28.314,-0.4701,-0.2,0
38.5388,44.8448,46.0533,10.225,26.1969,-0.1569,-0.6,1
51.4436,68.1641,98.1179,12.1315,22.4343,0.0521,0.2,0
51.2068,51.6815,92.0527,14.7718,20.1898,-0.1928,0.2,1
59.5823,47.5484,24.1514,25.7548,10.2698,0.2125,0.2,1
61.2085,38.1227,68.3092,21.9206,9.3762,0.0993,0.2,0
35.0729,32.9438,18.6614,11.8139,18.937,-0.2736,-0.2,1
42.3875,51.0772,73.1514,14.2686,21.0193,-0.0787,0.2,1
61.369,62.4231,77.0855,24.08,18.2661,0.2073,0.2,0
59.1983,50.0498,100.0,30.1512,21.9252,0.1161,0.2,1
59.9038,55.7956,64.7312,33.7479,16.459,0.0574,-0.2,0
54.8603,52.1356,87.2286,29.0322,22.9972,-0.0694,-0.2,1
61.426,56.2946,90.7184,30.5481,20.3532,0.0661,0.2,0
39.5894,30.846,9.1792,25.5033,31.4415,-0.0997,-0.2,1
66.4864,49.3273,83.145,30.1076,15.7659,0.1377,0.6,1
53.633,54.576,8.2961,36.3914,24.0766,-0.0807,0.2,0
49.4153,52.8737,38.5614,19.0856,23.1501,-0.1963,-0.2,0
45.7771,42.8873,0.0108,18.9923,22.0032,-0.0316,-0.2,1
52.8563,34.1446,16.3344,22.1312,18.4648,0.1366,0.2,1
50.0978,45.4615,31.9372,20.1925,15.911,0.0349,-0.2,1
50.5356,50.6565,22.193,23.6954,21.4676,0.0543,0.2,1
68.4838,58.9713,97.9,26.6091,11.744,0.1936,0.6,0
55.1367,44.9964,66.8624,23.3499,17.6498,-0.1401,-0.2,1
54.088,55.8434,92.286,18.9892,18.6198,0.0265,0.6,0
44.315,48.7244,31.0654,19.0006,14.165,-0.0759,-0.6,0
23.9363,31.8678,0.8153,11.815,36.5734,-0.5232,0.2,1
51.9671,58.6261,53.8913,23.6964,24.7833,0.4626,0.6,0
37.5688,33.5066,0.0047,18.8955,32.4265,-0.1468,-0.6,1
47.9238,59.3119,65.7085,12.58,25.7219,-0.0497,0.2,1
57.0166,54.9373,49.8423,19.907,15.6613,0.3675,0.2,0
54.1271,49.2657,37.5482,22.7184,14.0489,0.0617,-0.6,0
46.8904,43.9529,30.1796,20.1233,15.1021,-0.1228,0.2,1
53.7885,43.8631,42.9341,23.423,21.0925,0.3294,-0.2,1
56.9359,55.265,49.5105,24.6951,23.3834,0.037,0.2,0
45.8005,55.4817,59.7981,16.5855,29.9742,-0.4406,-0.2,0
46.7165,46.3047,69.6071,13.5227,27.61,-0.1882,0.2,0
36.8162,39.8067,25.2377,9.4133,32.8358,-0.321,-0.2,0
